Attrition,YearsAtCompany,Age,Department,Education,EducationField,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
No,10,45,Research & Development,4,Other,Male,3,2,Research Scientist,4,Married,3697,No,14,3,12,3,3,9,9,8
No,10,30,Sales,3,Marketing,Female,2,2,Sales Executive,3,Divorced,6118,No,13,3,10,2,3,9,1,2
No,10,36,Sales,2,Medical,Male,2,3,Sales Executive,3,Married,7596,No,13,3,10,2,3,9,9,0
No,10,41,Sales,3,Marketing,Male,4,3,Sales Executive,1,Married,8392,No,16,3,10,2,3,7,0,7
No,10,28,Research & Development,2,Medical,Male,3,2,Laboratory Technician,1,Divorced,4558,No,12,3,10,2,3,0,1,8
No,10,46,Research & Development,3,Medical,Female,3,2,Manufacturing Director,3,Divorced,4810,No,14,3,19,5,2,7,0,8
No,10,29,Research & Development,4,Medical,Male,2,3,Research Director,3,Married,11935,No,18,3,10,2,3,2,0,7
No,10,36,Sales,4,Medical,Male,3,3,Sales Executive,4,Single,9980,No,14,3,10,3,2,3,9,7
No,10,55,Sales,5,Life Sciences,Female,3,4,Manager,2,Single,16835,No,23,4,37,2,3,9,7,7
No,10,42,Research & Development,3,Medical,Male,3,3,Manufacturing Director,1,Married,7406,Yes,21,4,10,5,2,9,5,8
No,10,34,Sales,4,Life Sciences,Male,4,2,Sales Executive,4,Single,5337,No,12,3,10,3,3,7,5,7
No,10,52,Research & Development,2,Technical Degree,Male,3,2,Research Scientist,1,Divorced,5577,Yes,12,3,18,3,3,9,6,9
No,10,42,Research & Development,4,Life Sciences,Female,3,2,Healthcare Representative,4,Married,4089,No,13,3,10,4,3,2,2,2
No,10,34,Research & Development,5,Life Sciences,Male,3,1,Research Scientist,4,Married,2691,No,12,3,10,4,2,9,8,8
No,10,37,Research & Development,3,Other,Male,3,3,Manufacturing Director,3,Married,9434,No,15,3,10,2,3,7,7,8
Yes,10,33,Research & Development,3,Life Sciences,Male,3,1,Research Scientist,1,Single,3348,Yes,11,3,10,3,3,8,9,7
No,10,29,Research & Development,4,Life Sciences,Male,1,1,Research Scientist,4,Divorced,2720,No,18,3,10,5,3,7,2,8
No,10,32,Sales,3,Marketing,Male,3,2,Sales Executive,4,Single,5396,No,12,3,10,2,2,7,0,8
No,10,56,Research & Development,3,Medical,Male,3,4,Healthcare Representative,4,Married,11103,No,11,3,30,1,2,7,1,1
No,10,32,Research & Development,4,Life Sciences,Male,3,2,Laboratory Technician,4,Married,5309,No,15,3,10,2,3,8,4,7
Yes,10,33,Research & Development,4,Other,Male,3,1,Research Scientist,4,Single,2686,Yes,13,3,10,2,2,9,7,8
No,10,36,Sales,4,Life Sciences,Male,2,3,Sales Executive,1,Single,7587,No,15,3,10,1,3,7,0,9
No,10,29,Research & Development,2,Life Sciences,Male,4,1,Research Scientist,3,Married,2700,No,24,4,10,3,3,7,0,7
Yes,10,35,Research & Development,4,Life Sciences,Female,3,1,Research Scientist,2,Divorced,2022,Yes,19,3,10,3,2,2,7,8
No,10,32,Sales,2,Life Sciences,Male,3,2,Sales Executive,2,Married,6524,No,14,3,10,3,3,8,5,3
No,10,37,Sales,2,Medical,Male,3,3,Sales Executive,2,Single,7642,Yes,13,3,10,2,3,0,0,9
No,10,35,Research & Development,1,Life Sciences,Female,3,2,Healthcare Representative,4,Married,4014,Yes,25,4,10,2,1,6,0,7
No,10,35,Sales,4,Life Sciences,Male,3,3,Sales Executive,4,Divorced,7823,No,13,3,12,2,3,9,0,8
No,10,33,Sales,3,Life Sciences,Male,3,4,Manager,3,Single,17444,No,11,3,10,2,3,8,6,0
No,10,54,Research & Development,3,Technical Degree,Female,3,3,Manufacturing Director,3,Married,10739,No,11,3,22,2,3,7,0,8
Yes,10,51,Research & Development,4,Life Sciences,Male,3,1,Research Scientist,3,Married,2461,Yes,12,3,18,2,4,0,2,7
Yes,10,28,Research & Development,2,Technical Degree,Male,2,3,Healthcare Representative,1,Single,8722,No,12,3,10,2,2,7,1,9
No,10,41,Research & Development,2,Technical Degree,Female,4,1,Research Scientist,3,Married,3376,No,13,3,10,3,3,6,0,8
No,10,29,Research & Development,1,Medical,Male,2,2,Manufacturing Director,4,Married,5056,Yes,15,3,10,2,2,7,1,2
No,10,30,Sales,3,Marketing,Male,2,2,Sales Executive,3,Married,6578,No,18,3,10,3,3,3,1,4
No,10,29,Research & Development,1,Medical,Female,3,1,Laboratory Technician,4,Married,3131,No,13,3,10,5,3,8,0,8
No,10,33,Sales,3,Medical,Female,3,2,Sales Executive,3,Married,4539,No,12,3,10,3,2,7,0,1
No,10,30,Research & Development,4,Life Sciences,Male,3,2,Laboratory Technician,3,Divorced,3491,No,13,3,10,4,2,7,8,9
No,10,44,Research & Development,1,Life Sciences,Female,4,1,Research Scientist,4,Married,2011,No,13,3,10,5,3,5,7,7
No,10,54,Research & Development,3,Life Sciences,Male,3,4,Research Director,4,Married,17779,No,14,3,36,2,3,9,0,9
No,10,31,Research & Development,3,Medical,Female,2,2,Healthcare Representative,1,Single,6812,No,19,3,10,2,3,9,1,8
No,10,34,Human Resources,3,Life Sciences,Male,2,2,Human Resources,2,Married,4490,No,11,3,14,5,4,9,1,8
Yes,10,44,Research & Development,3,Medical,Female,3,3,Healthcare Representative,4,Married,7978,No,11,3,10,2,3,7,0,5
No,10,32,Sales,3,Medical,Male,4,2,Sales Executive,4,Married,6209,No,15,3,10,4,4,7,0,8
Yes,10,32,Research & Development,2,Life Sciences,Male,3,2,Laboratory Technician,3,Married,4883,No,18,3,10,3,3,4,1,1
No,10,31,Sales,4,Life Sciences,Female,3,3,Sales Executive,3,Divorced,9852,Yes,19,3,10,5,2,8,9,6
No,10,34,Sales,2,Medical,Female,3,2,Sales Executive,1,Single,6125,No,12,3,10,6,4,8,9,6
Yes,10,58,Research & Development,4,Medical,Female,2,3,Manufacturing Director,1,Married,10008,Yes,14,3,31,0,2,9,5,9
No,10,48,Research & Development,3,Life Sciences,Male,3,3,Manufacturing Director,4,Single,7898,No,11,3,11,2,3,9,0,8
Yes,10,31,Research & Development,4,Medical,Male,3,2,Manufacturing Director,3,Married,6179,Yes,15,3,10,3,2,2,6,7
No,10,29,Human Resources,3,Other,Male,2,3,Human Resources,1,Single,7988,No,13,3,10,3,2,9,0,9
No,10,36,Research & Development,4,Life Sciences,Male,2,2,Laboratory Technician,4,Single,5810,No,16,3,10,2,2,4,1,8
Yes,10,31,Research & Development,5,Life Sciences,Female,4,3,Manufacturing Director,2,Single,7446,No,11,3,10,2,3,8,4,7
No,10,29,Sales,3,Life Sciences,Male,2,2,Sales Executive,3,Divorced,8620,No,14,3,10,3,3,7,0,4
No,10,34,Sales,3,Technical Degree,Male,2,3,Sales Executive,3,Married,7083,Yes,14,3,10,3,3,9,8,6
No,10,37,Research & Development,3,Medical,Male,3,2,Research Scientist,4,Married,4285,No,17,3,10,2,3,8,3,7
No,10,45,Research & Development,4,Technical Degree,Male,3,3,Healthcare Representative,2,Divorced,7441,No,12,3,10,4,3,8,7,7
Yes,10,30,Sales,3,Life Sciences,Male,2,2,Sales Executive,1,Married,9714,No,11,3,10,4,3,8,6,7
No,10,29,Research & Development,1,Medical,Male,3,1,Laboratory Technician,1,Single,4723,Yes,18,3,10,3,3,9,1,5
No,10,35,Research & Development,3,Life Sciences,Male,4,2,Laboratory Technician,3,Married,3407,No,17,3,10,3,2,9,6,8
No,10,45,Research & Development,5,Medical,Female,1,2,Laboratory Technician,1,Single,5769,Yes,14,3,10,3,3,7,1,4
No,10,45,Sales,3,Marketing,Male,2,2,Sales Executive,1,Married,4385,No,15,3,10,2,3,7,4,5
No,10,39,Research & Development,2,Medical,Male,2,2,Laboratory Technician,3,Divorced,3069,No,15,3,11,3,3,8,0,7
No,10,45,Research & Development,2,Other,Female,2,2,Manufacturing Director,4,Divorced,5770,No,19,3,10,3,3,7,3,9
No,10,44,Human Resources,5,Human Resources,Male,3,2,Human Resources,4,Married,5743,Yes,11,3,14,3,3,7,0,2
No,10,54,Research & Development,5,Medical,Female,3,4,Manager,3,Married,17426,No,25,4,36,6,3,8,4,7
No,10,29,Sales,3,Medical,Male,2,2,Sales Executive,2,Divorced,4187,Yes,13,3,10,3,2,0,0,9
No,10,31,Sales,4,Life Sciences,Female,3,2,Sales Executive,4,Married,5476,No,11,3,10,2,3,0,0,2
No,10,34,Research & Development,3,Life Sciences,Female,2,1,Research Scientist,4,Married,2929,No,12,3,10,3,3,9,8,7
No,10,43,Sales,3,Medical,Male,3,2,Sales Executive,4,Married,7847,Yes,17,3,10,3,3,9,8,8
No,10,41,Sales,3,Marketing,Male,3,3,Sales Executive,3,Single,9241,No,12,3,10,3,3,8,8,7
No,10,46,Research & Development,4,Life Sciences,Male,3,2,Healthcare Representative,2,Single,5562,No,14,3,19,3,3,7,0,9
No,10,30,Research & Development,1,Life Sciences,Male,3,1,Research Scientist,4,Married,2862,No,12,3,10,2,2,0,0,8
No,10,46,Sales,3,Life Sciences,Male,3,3,Sales Executive,4,Divorced,10368,Yes,12,3,13,5,2,6,0,3
No,10,37,Human Resources,2,Other,Male,3,2,Human Resources,2,Divorced,4071,No,13,3,19,4,2,0,4,7
Yes,10,35,Sales,3,Life Sciences,Male,3,2,Sales Executive,4,Single,5813,Yes,18,3,10,2,3,7,7,7
No,10,33,Research & Development,4,Life Sciences,Male,4,1,Research Scientist,1,Married,3143,No,19,3,14,1,3,8,7,6
Yes,10,37,Research & Development,4,Medical,Male,3,2,Manufacturing Director,1,Single,4213,No,15,3,10,4,1,3,0,8
No,10,34,Sales,2,Technical Degree,Male,4,2,Sales Executive,3,Married,6799,No,21,4,10,5,3,8,4,8
No,10,36,Sales,4,Technical Degree,Female,2,2,Sales Executive,3,Married,5673,Yes,13,3,10,4,3,9,1,7
No,10,31,Research & Development,3,Life Sciences,Male,3,2,Laboratory Technician,3,Divorced,4197,No,11,3,10,2,3,8,0,2
No,10,36,Human Resources,1,Human Resources,Male,2,2,Human Resources,4,Single,3886,No,21,4,10,2,2,1,0,8
No,10,33,Sales,4,Marketing,Male,3,2,Sales Executive,3,Single,5487,No,14,3,10,2,2,4,0,9
No,10,39,Research & Development,2,Medical,Male,3,2,Manufacturing Director,1,Married,5151,No,25,4,10,3,3,0,7,9
No,10,31,Research & Development,3,Life Sciences,Male,1,2,Research Scientist,1,Married,5003,No,21,4,10,6,3,8,8,7
No,10,35,Sales,4,Life Sciences,Female,3,2,Sales Executive,4,Married,5204,Yes,11,3,10,2,3,8,0,9
Yes,10,31,Sales,4,Marketing,Male,3,2,Sales Executive,4,Married,5617,Yes,11,3,10,4,3,7,0,8
No,10,43,Research & Development,3,Life Sciences,Male,3,3,Healthcare Representative,3,Married,7510,No,17,3,10,1,3,9,0,9
No,10,55,Human Resources,4,Human Resources,Male,4,5,Manager,2,Married,19636,Yes,18,3,35,0,3,9,1,4
No,10,40,Research & Development,3,Technical Degree,Female,3,2,Laboratory Technician,3,Married,6323,No,11,3,10,2,4,9,9,4
No,10,35,Research & Development,4,Medical,Male,3,2,Research Scientist,3,Single,5098,No,19,3,10,5,3,7,0,8
Yes,10,56,Research & Development,2,Technical Degree,Male,3,1,Laboratory Technician,3,Married,2339,No,11,3,14,4,1,9,9,8
No,10,38,Sales,2,Life Sciences,Female,3,2,Sales Executive,4,Married,5343,No,11,3,10,1,3,7,1,9
No,10,35,Research & Development,4,Life Sciences,Male,3,2,Healthcare Representative,3,Married,5689,Yes,14,3,10,2,4,2,0,2
No,11,31,Research & Development,4,Life Sciences,Female,3,2,Manufacturing Director,4,Single,4424,No,23,4,11,2,3,7,1,8
No,11,30,Research & Development,3,Life Sciences,Male,2,2,Healthcare Representative,4,Married,4152,No,19,3,11,3,3,10,10,8
No,11,30,Sales,2,Medical,Female,2,2,Sales Executive,2,Divorced,5209,Yes,12,3,11,4,2,8,2,7
No,11,32,Sales,4,Medical,Male,3,2,Sales Executive,3,Single,5010,No,16,3,12,0,3,8,5,7
No,11,34,Research & Development,3,Medical,Female,2,3,Manager,1,Single,11631,No,12,3,14,6,3,10,5,8
No,11,30,Human Resources,3,Human Resources,Male,3,2,Human Resources,4,Married,6347,Yes,19,3,12,2,1,9,4,7
No,11,30,Research & Development,1,Life Sciences,Male,2,3,Manufacturing Director,3,Single,8474,No,22,4,12,2,3,8,5,8
No,11,29,Sales,1,Medical,Female,3,3,Sales Executive,4,Married,7918,No,14,3,11,5,3,10,4,1
No,11,34,Research & Development,4,Life Sciences,Male,2,2,Manufacturing Director,1,Married,5957,No,13,3,13,3,3,9,5,9
No,11,35,Sales,3,Marketing,Male,3,3,Sales Executive,2,Married,8020,No,15,3,12,3,2,9,6,9
No,11,38,Research & Development,2,Life Sciences,Male,2,3,Research Director,4,Divorced,11510,Yes,14,3,12,3,3,10,2,9
No,11,31,Research & Development,4,Medical,Female,3,3,Manufacturing Director,4,Single,7143,Yes,14,3,11,2,2,9,4,10
No,11,30,Research & Development,3,Medical,Female,3,1,Laboratory Technician,4,Single,2564,No,14,3,12,2,2,7,6,7
No,11,35,Sales,3,Marketing,Male,3,2,Sales Executive,3,Married,4717,No,11,3,15,2,3,9,6,9
No,11,36,Research & Development,4,Medical,Male,3,1,Laboratory Technician,3,Single,2519,No,21,4,16,6,3,8,3,9
No,11,40,Research & Development,4,Technical Degree,Male,3,3,Healthcare Representative,4,Married,10322,No,20,4,14,6,3,10,11,1
No,11,36,Research & Development,4,Life Sciences,Male,3,2,Manufacturing Director,4,Single,7779,No,20,4,18,0,3,9,0,9
Yes,11,29,Sales,1,Life Sciences,Female,2,3,Sales Executive,1,Married,7336,No,13,3,11,3,1,8,3,10
No,11,60,Sales,4,Marketing,Male,4,2,Sales Executive,4,Divorced,5220,Yes,18,3,12,3,3,7,1,9
No,11,30,Research & Development,3,Medical,Male,3,1,Research Scientist,2,Married,3579,Yes,21,4,12,2,3,9,5,7
No,11,36,Research & Development,3,Technical Degree,Male,3,1,Research Scientist,2,Married,3692,No,12,3,12,2,2,10,0,7
No,11,46,Sales,2,Marketing,Female,2,5,Manager,2,Married,18789,No,14,3,26,2,3,4,0,8
No,11,34,Research & Development,3,Medical,Female,3,2,Laboratory Technician,2,Divorced,4444,No,13,3,15,2,4,8,5,10
No,11,35,Research & Development,3,Life Sciences,Female,2,3,Healthcare Representative,2,Single,8606,No,19,3,11,3,1,8,3,3
No,11,34,Sales,2,Technical Degree,Male,3,1,Sales Representative,3,Married,2308,Yes,25,4,12,4,3,10,5,7
No,11,34,Research & Development,3,Life Sciences,Female,3,2,Research Scientist,2,Divorced,5433,No,12,3,11,2,3,8,7,9
Yes,11,35,Sales,4,Other,Male,3,2,Sales Executive,4,Single,4581,Yes,24,4,13,2,4,9,6,7
No,11,33,Sales,3,Marketing,Female,3,2,Sales Executive,2,Single,5147,No,15,3,13,2,2,7,1,7
No,11,38,Human Resources,3,Human Resources,Male,3,1,Human Resources,2,Divorced,2592,No,13,3,13,3,3,10,3,8
No,11,29,Research & Development,1,Medical,Male,3,1,Laboratory Technician,4,Married,3812,No,13,3,11,3,4,8,3,10
No,11,31,Research & Development,3,Medical,Female,3,3,Research Director,3,Married,11031,No,20,4,13,2,4,7,4,8
No,11,40,Sales,2,Marketing,Female,3,2,Sales Executive,2,Married,5677,No,14,3,15,4,3,8,5,10
No,12,34,Research & Development,4,Life Sciences,Female,3,3,Research Director,2,Single,11994,No,11,3,13,4,3,6,2,11
No,12,30,Research & Development,2,Medical,Female,3,2,Laboratory Technician,4,Single,4011,No,23,4,12,2,3,8,3,7
No,12,40,Sales,4,Marketing,Male,2,3,Sales Executive,4,Married,10855,No,11,3,15,2,2,11,2,11
No,12,30,Research & Development,3,Medical,Male,3,2,Laboratory Technician,1,Divorced,3072,No,11,3,12,4,3,9,6,10
No,12,53,Research & Development,4,Life Sciences,Female,3,4,Research Director,4,Single,14275,No,18,3,33,0,3,9,3,8
No,12,50,Research & Development,3,Life Sciences,Male,3,4,Manufacturing Director,3,Married,13973,Yes,18,3,22,2,3,11,1,5
No,12,44,Sales,3,Medical,Female,4,4,Sales Executive,4,Married,13320,Yes,18,3,23,2,3,11,11,11
No,12,46,Sales,1,Marketing,Male,3,4,Manager,3,Married,17465,No,12,3,23,3,3,9,4,9
No,12,40,Research & Development,1,Medical,Female,4,2,Healthcare Representative,3,Divorced,6377,No,20,4,15,0,3,11,11,8
No,12,42,Research & Development,2,Medical,Female,3,1,Laboratory Technician,4,Single,3673,No,13,3,12,3,3,9,5,8
No,12,57,Research & Development,2,Life Sciences,Male,4,2,Research Scientist,3,Married,4900,No,24,4,13,2,2,9,2,8
No,12,31,Sales,4,Marketing,Female,2,2,Sales Executive,4,Married,5468,No,14,3,13,3,3,7,5,7
No,12,36,Research & Development,3,Life Sciences,Male,3,3,Healthcare Representative,1,Married,8321,Yes,13,3,15,1,3,8,5,7
No,12,30,Research & Development,2,Medical,Male,3,1,Laboratory Technician,2,Married,3748,No,13,3,12,6,2,8,1,7
No,13,38,Research & Development,3,Medical,Female,1,2,Research Scientist,4,Divorced,5329,Yes,12,3,17,3,3,11,1,9
No,13,51,Research & Development,4,Medical,Female,2,3,Healthcare Representative,1,Single,7484,No,20,4,23,1,2,12,12,8
No,13,36,Research & Development,2,Life Sciences,Male,3,2,Laboratory Technician,2,Single,5914,No,16,3,16,3,4,11,3,7
No,13,32,Sales,3,Life Sciences,Male,2,2,Sales Executive,3,Married,5484,No,14,3,13,3,2,8,4,8
No,13,32,Sales,2,Technical Degree,Female,2,2,Sales Executive,2,Married,5228,Yes,11,3,13,2,3,12,11,9
No,13,36,Sales,4,Medical,Male,2,3,Sales Executive,4,Married,9699,No,11,3,16,2,3,9,1,12
No,13,31,Research & Development,2,Medical,Female,3,2,Manufacturing Director,1,Married,4306,No,12,3,13,5,1,10,3,12
No,13,37,Research & Development,5,Medical,Female,3,2,Research Scientist,3,Married,4449,Yes,15,3,15,2,3,11,10,7
No,13,31,Research & Development,1,Life Sciences,Male,3,3,Manufacturing Director,2,Divorced,10648,No,25,4,13,6,4,8,0,8
No,13,33,Research & Development,3,Life Sciences,Male,3,2,Healthcare Representative,4,Divorced,7725,No,23,4,15,2,1,11,4,7
No,13,33,Research & Development,3,Medical,Male,3,3,Research Director,3,Married,11691,No,11,3,14,3,4,9,3,7
No,13,35,Research & Development,3,Technical Degree,Male,2,3,Manufacturing Director,2,Married,10903,No,16,3,16,2,3,10,4,8
Yes,13,33,Research & Development,4,Medical,Female,2,2,Research Scientist,3,Single,4508,No,22,4,14,4,3,7,3,8
No,13,34,Research & Development,3,Medical,Male,2,2,Healthcare Representative,1,Single,5343,No,20,4,14,3,3,9,4,9
No,13,35,Sales,2,Marketing,Female,2,3,Sales Executive,4,Married,10377,Yes,11,3,16,6,2,2,4,12
No,13,31,Sales,2,Life Sciences,Male,3,3,Sales Executive,4,Divorced,10793,No,18,3,13,5,3,7,9,9
No,13,34,Sales,3,Other,Male,1,2,Sales Executive,1,Single,4759,No,18,3,15,2,3,9,3,12
No,13,46,Sales,3,Life Sciences,Female,3,4,Manager,2,Married,16606,No,12,3,23,2,4,12,5,1
Yes,13,35,Sales,3,Medical,Male,2,3,Sales Executive,1,Married,10306,No,17,3,15,3,3,12,6,0
No,13,38,Research & Development,3,Life Sciences,Male,3,2,Research Scientist,4,Married,4735,No,15,3,19,4,4,11,2,9
No,13,36,Sales,4,Life Sciences,Female,3,2,Sales Representative,4,Single,4502,No,15,3,17,2,2,7,6,7
No,13,42,Research & Development,3,Medical,Male,3,3,Research Director,1,Married,13348,No,13,3,18,3,4,7,5,7
No,13,47,Research & Development,1,Medical,Female,3,3,Research Director,2,Married,11957,No,18,3,14,3,1,8,5,12
No,13,56,Research & Development,4,Life Sciences,Male,3,2,Healthcare Representative,3,Divorced,6306,No,21,4,13,2,2,12,1,9
No,14,53,Research & Development,3,Other,Female,3,5,Manager,3,Divorced,19094,No,11,3,26,3,2,13,4,8
Yes,14,32,Sales,4,Medical,Male,1,3,Sales Executive,4,Married,10400,No,11,3,14,2,2,8,9,8
No,14,41,Sales,2,Life Sciences,Male,3,2,Sales Executive,4,Single,6230,No,14,3,16,3,3,3,1,10
No,14,53,Sales,1,Medical,Female,3,2,Sales Executive,1,Single,8381,No,20,4,18,2,4,7,8,10
No,14,32,Research & Development,3,Life Sciences,Female,2,2,Manufacturing Director,3,Married,6162,No,12,3,14,3,3,13,6,8
Yes,14,37,Sales,4,Life Sciences,Male,2,3,Sales Executive,3,Married,10609,No,11,3,17,2,1,1,11,7
No,14,36,Research & Development,5,Medical,Female,2,3,Manufacturing Director,4,Single,8858,No,11,3,15,2,2,8,7,8
No,14,37,Research & Development,3,Life Sciences,Female,2,2,Manufacturing Director,4,Married,6474,No,13,3,14,2,2,8,3,11
No,14,33,Research & Development,3,Medical,Male,3,1,Research Scientist,4,Married,2781,No,13,3,15,5,3,10,4,10
No,14,34,Research & Development,4,Technical Degree,Female,3,2,Healthcare Representative,4,Single,6687,No,11,3,14,2,4,11,4,11
No,14,34,Research & Development,3,Medical,Male,3,4,Research Director,1,Divorced,17007,No,14,3,16,3,2,8,6,9
No,14,54,Research & Development,4,Medical,Female,3,4,Manager,4,Divorced,16032,No,20,4,26,2,3,9,1,12
No,14,35,Research & Development,4,Life Sciences,Female,3,2,Healthcare Representative,3,Married,4148,No,12,3,15,5,3,11,2,9
No,14,50,Research & Development,5,Life Sciences,Female,2,3,Research Director,1,Divorced,13269,No,15,3,19,3,3,11,1,11
No,14,43,Research & Development,2,Life Sciences,Male,2,4,Research Director,3,Married,17603,No,24,4,14,3,3,10,6,11
No,14,33,Research & Development,3,Medical,Male,4,1,Laboratory Technician,2,Married,2028,No,18,3,14,6,3,11,2,13
No,14,34,Sales,3,Marketing,Male,3,3,Sales Executive,4,Single,9888,No,21,4,14,3,2,8,2,1
No,14,32,Sales,4,Marketing,Female,3,3,Sales Executive,4,Married,10422,No,19,3,14,3,3,10,5,7
No,15,33,Research & Development,2,Life Sciences,Female,3,3,Research Director,4,Single,13458,Yes,12,3,15,1,3,14,8,12
No,15,35,Sales,4,Marketing,Male,2,2,Sales Executive,1,Single,4312,No,14,3,16,2,3,13,2,8
No,15,49,Research & Development,4,Medical,Female,3,2,Manufacturing Director,1,Married,6567,No,14,3,16,2,2,11,5,11
No,15,39,Sales,4,Life Sciences,Female,2,2,Sales Executive,3,Married,5902,No,14,3,17,1,4,11,5,9
No,15,36,Research & Development,3,Life Sciences,Male,3,1,Laboratory Technician,4,Married,3210,No,11,3,16,4,3,13,10,11
No,15,38,Research & Development,4,Life Sciences,Female,4,2,Manufacturing Director,1,Single,5980,Yes,12,3,17,2,3,7,4,12
No,15,38,Research & Development,3,Technical Degree,Female,3,3,Research Director,1,Married,13582,No,13,3,15,3,3,12,5,11
No,15,48,Research & Development,4,Life Sciences,Male,2,3,Healthcare Representative,3,Single,10999,No,14,3,27,3,3,11,4,8
No,15,34,Sales,4,Marketing,Male,4,2,Sales Executive,4,Divorced,9725,No,11,3,16,2,2,1,0,9
No,15,53,Sales,3,Marketing,Female,2,3,Sales Executive,2,Married,7525,No,12,3,30,2,3,7,6,12
No,15,45,Sales,4,Life Sciences,Female,2,2,Sales Executive,3,Married,5593,No,13,3,15,2,3,10,4,12
No,15,36,Sales,3,Marketing,Female,4,2,Sales Executive,1,Married,4639,No,16,3,17,2,2,7,6,13
Yes,15,34,Sales,4,Medical,Female,2,2,Sales Executive,2,Single,4599,Yes,23,4,16,2,4,9,10,10
No,15,33,Research & Development,4,Life Sciences,Male,3,2,Laboratory Technician,3,Married,5207,Yes,12,3,15,3,3,14,5,7
No,15,49,Research & Development,1,Life Sciences,Female,2,4,Healthcare Representative,3,Married,13966,Yes,19,3,30,3,3,11,2,12
No,15,34,Research & Development,2,Medical,Male,2,2,Laboratory Technician,4,Married,3986,No,14,3,15,3,4,10,4,13
No,15,34,Sales,3,Life Sciences,Male,3,2,Sales Executive,3,Divorced,4001,Yes,14,3,15,3,3,14,0,7
No,15,34,Research & Development,4,Other,Male,2,2,Research Scientist,4,Married,5747,Yes,15,3,16,3,3,10,6,11
No,15,38,Sales,4,Life Sciences,Male,3,2,Sales Executive,2,Married,4440,No,15,3,16,3,3,13,5,8
No,15,36,Sales,4,Marketing,Male,1,2,Sales Executive,4,Divorced,5406,No,24,4,15,4,2,12,11,11
No,16,34,Research & Development,4,Other,Female,3,2,Research Scientist,3,Single,4809,No,14,3,16,3,3,13,2,10
No,16,38,Sales,3,Life Sciences,Male,3,3,Sales Executive,3,Divorced,10609,No,12,3,17,6,2,10,5,13
No,16,35,Research & Development,4,Technical Degree,Male,3,3,Manufacturing Director,2,Single,8095,No,13,3,17,5,3,6,0,13
No,16,36,Research & Development,1,Life Sciences,Male,3,2,Healthcare Representative,4,Married,6586,Yes,17,3,17,2,2,8,4,11
Yes,16,36,Sales,1,Life Sciences,Male,2,3,Sales Executive,4,Married,10325,Yes,11,3,16,6,3,7,3,7
No,16,35,Research & Development,4,Medical,Female,3,3,Healthcare Representative,3,Divorced,10388,Yes,11,3,16,3,2,10,10,1
No,16,46,Research & Development,4,Life Sciences,Female,2,2,Research Scientist,1,Divorced,4615,Yes,23,4,19,2,3,13,1,7
No,16,36,Research & Development,4,Life Sciences,Female,3,2,Manufacturing Director,2,Single,5410,Yes,11,3,18,2,3,14,5,12
No,16,35,Research & Development,5,Life Sciences,Male,4,2,Research Scientist,1,Married,5208,No,11,3,16,2,3,15,1,10
No,16,58,Sales,3,Medical,Male,3,4,Manager,2,Divorced,16291,No,22,4,37,0,2,9,14,14
No,16,43,Research & Development,3,Medical,Female,2,5,Manager,3,Married,19392,No,13,3,21,2,3,12,6,14
No,16,37,Research & Development,3,Life Sciences,Female,4,3,Research Director,4,Married,13744,Yes,25,4,16,2,3,11,6,8
No,17,36,Research & Development,3,Technical Degree,Female,3,3,Healthcare Representative,3,Divorced,10096,No,13,3,17,2,3,14,12,8
No,17,45,Research & Development,3,Life Sciences,Male,3,2,Laboratory Technician,2,Divorced,2348,No,18,3,20,2,1,9,0,15
No,17,43,Sales,3,Marketing,Female,3,4,Manager,4,Married,16064,Yes,22,4,22,3,3,13,1,9
No,17,37,Research & Development,3,Life Sciences,Female,3,1,Research Scientist,4,Single,2115,No,12,3,17,3,3,12,5,7
No,17,35,Research & Development,4,Life Sciences,Male,1,2,Research Scientist,4,Single,6646,No,13,3,17,3,3,11,11,8
No,17,35,Research & Development,3,Life Sciences,Female,2,3,Manufacturing Director,3,Married,10685,Yes,20,4,17,2,3,14,5,15
No,17,53,Sales,2,Medical,Male,3,4,Manager,3,Divorced,14852,No,13,3,22,3,4,13,15,2
Yes,17,36,Research & Development,4,Life Sciences,Female,4,1,Laboratory Technician,1,Single,2743,No,16,3,18,1,3,13,15,14
No,17,47,Research & Development,3,Medical,Male,3,3,Healthcare Representative,3,Single,8633,No,23,4,25,3,3,14,12,11
No,18,39,Research & Development,3,Medical,Male,4,3,Healthcare Representative,4,Divorced,9613,No,17,3,19,5,2,10,3,7
No,18,37,Research & Development,3,Life Sciences,Female,3,1,Laboratory Technician,1,Divorced,3034,No,12,3,18,2,2,7,12,17
No,18,60,Sales,3,Marketing,Female,2,3,Sales Executive,1,Married,10266,No,19,3,22,5,4,13,13,11
No,18,41,Sales,5,Life Sciences,Female,3,4,Manager,1,Married,16595,No,16,3,22,2,3,16,11,8
No,18,40,Sales,4,Life Sciences,Male,2,3,Sales Executive,1,Married,10475,Yes,21,4,20,2,3,13,1,12
No,18,36,Sales,2,Life Sciences,Male,3,2,Sales Executive,4,Married,6201,Yes,14,3,18,1,2,14,4,11
